"Location","Story","Nerve","Cost","Reward","Profit","Profit/Nerve","Place","Ignite","Stoke","Dampen"
"Cottage","A Hot Lead",20,992,21000,20008,1000,"Gasoline; Gasoline","Unknown","",""
"Cottage","Fan the Flames",20,40790,70000,29210,1460,"Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Cyber Cafe","Doxing Clever",40,111843,190000,78157,1953,"Gasoline; Gasoline; Gasoline; Thermite; Gasoline; Gasoline","Unknown","",""
"Cyber Cafe","Stink to High Heaven",20,40790,91000,50210,2510,"Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Cruise Line","Rock the Boat",15,4921,350000,345079,23005,"Diesel","Unknown","",""
"Data Center","Burned Cookies",25,72786,62000,-10786,-432,"Diesel; Diesel; Magnesium Shavings","Unknown","",""
"Data Center","Cache and Burn",30,82792,560000,477208,15906,"Kerosene; Kerosene; Kerosene; Kerosene","Unknown","",""
"Dental Surgery","A Bitter Taste",30,992,40000,39008,1300,"Gasoline; Gasoline","Unknown","Unknown (10s); Unknown (34s)",""
"Detective Agency","Hot Pursuit",20,992,56000,55008,2750,"Gasoline; Gasoline","Unknown","",""
"Detective Agency","A Black Mark",15,496,220000,219504,14633,"Gasoline","Unknown","",""
"Detective Agency","Turn up the Heat",30,67591,73000,5409,180,"Gasoline; Gasoline; Potassium Nitrate","Unknown","",""
"Diner","Hot Dinners",20,9842,66000,56158,2807,"Diesel; Diesel","Unknown","",""
"Diner","Dine and Dash",25,61185,120000,58815,2352,"Hydrogen Tank; Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Distillery","Get Wrecked",20,992,95000,94008,4700,"Gasoline; Gasoline","Unknown","",""
"Distillery","Whiskey Business",20,40790,88000,47210,2360,"Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Drugs Lab","The Grass Ain't Greener",40,1984,60000,58016,1450,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (4s); Unknown (3s)",""
"Drugs Lab","Cooking the Books",25,53166,39000,-14166,-567,"Gasoline; Gasoline; Potassium Nitrate","Unknown","",""
"Electrical Substation","Wired for War",50,3968,480000,476032,9520,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Factory","Apart of the Problem",30,496,300000,299504,9983,"Gasoline","Unknown","Unknown (6s); Unknown (3s); Unknown (62s)",""
"Factory","The Fried Piper",15,20395,320000,299605,19973,"Hydrogen Tank","Unknown","",""
"Farmhouse","Ashes to Ancestors",35,57512,72000,14488,413,"Gasoline; Gasoline; Oxygen Tank","Unknown","Oxygen Tank (48s); Gasoline (44s)",""
"Farmhouse","Shaky Investment",15,20395,110000,89605,5973,"Hydrogen Tank","Unknown","",""
"Fertilizer Plant","Boom Industry",25,1488,130000,128512,5140,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Fire Station","Stop, Drop, and Lol",60,369777,320000,-49777,-830,"Gasoline; Gasoline; Thermite; Potassium Nitrate; Hydrogen Tank","Unknown","Hydrogen Tank (18s); Potassium Nitrate (40s); Diesel (4s); Thermite (11s); Unknown (16s)",""
"Firework Store","Sky High Prices",30,474136,56000,-418136,-13938,"Diesel; Potassium Nitrate; Oxygen Tank","Unknown","",""
"Fishing Hut","Smoke on the Water",20,992,9300,8308,415,"Gasoline; Gasoline","Unknown","",""
"Flower Shop","A Fungus Among Us",30,1488,39000,37512,1250,"Gasoline; Gasoline; Gasoline","Unknown","Unknown (1s)",""
"Flower Shop","Planted",20,3520,130000,126480,6324,"Gasoline","Unknown","",""
"Forgery Workshop","Fire Sale",15,20395,11000,-9395,-627,"Hydrogen Tank","Unknown","",""
"Forgery Workshop","Shielded from the Truth",15,20698,19000,-1698,-114,"Kerosene","Unknown","",""
"Foundry","Hot Under the Collar",75,224967,180000,-44967,-600,"Gasoline; Gasoline; Gasoline; Gasoline; Potassium Nitrate; Potassium Nitrate","Unknown","Diesel (68s); Magnesium Shavings (3s); Diesel (68s); Diesel (22s); Kerosene (14s); Unknown (7s); Methane Tank (9s)",""
"Funeral Parlor","Specter of Destruction",20,4489,76000,71511,3575,"Gasoline","Unknown","",""
"Funeral Parlor","Body of Evidence",35,63008,90000,26992,771,"Gasoline; Gasoline; Potassium Nitrate","Unknown","Diesel (100s); Diesel (14s)",""
"Furniture Store","Sofa King Cheap",20,40790,140000,99210,4960,"Hydrogen Tank","Unknown","Hydrogen Tank (3s)",""
"Game Shop","Don't Hate the Player",20,992,38000,37008,1850,"Gasoline; Gasoline","Unknown","",""
"Game Shop","Second Hand Smoke",20,40790,73000,32210,1610,"Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Gas Station","Blown to High Heaven",25,28012,94000,65988,2639,"Oxygen Tank","Unknown","","Blanket (6s); Blanket (24s)"
"Grocery Store","One Rotten Apple",20,992,190000,189008,9450,"Gasoline; Gasoline","Unknown","",""
"Grocery Store","Hot Profit",20,72872,110000,37128,1856,"Kerosene; Potassium Nitrate","Unknown","",""
"Grocery Store","Unspilled Beans",25,61185,240000,178815,7152,"Hydrogen Tank","Unknown","Hydrogen Tank (3s); Hydrogen Tank (1s)",""
"Grocery Store","Short Shelf Life",20,992,440000,439008,21950,"Gasoline; Gasoline","Unknown","",""
"Gym","Gym'll Fix It",25,53166,44000,-9166,-367,"Gasoline; Gasoline; Potassium Nitrate","Unknown","",""
"Gym","Burning Calories",15,20698,37000,16302,1086,"Kerosene","Unknown","",""
"Gym","Muscling In",25,1474,69000,67526,2701,"Gasoline; Gasoline","Unknown","",""
"Hair Salon","Hair Today...",20,40790,77000,36210,1810,"Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Hardware Store","Stroke of Fortune",35,2480,130000,127520,3643,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Homeless Camp","Bummed Out",30,113332,170000,56668,1888,"Potassium Nitrate; Kerosene; Methane Tank","Unknown","Methane Tank (65s)",""
"Hospital","Waist Not, Want Not",30,1984,240000,238016,7933,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Hospital","Not a Leg to Stand on",30,1984,180000,178016,5933,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Hospital","Make a Killing",25,41892,490000,448108,17924,"Gasoline; Kerosene; Kerosene","Unknown","",""
"Hospital","Mental Block",35,111347,590000,478653,13675,"Gasoline; Gasoline; Gasoline; Gasoline; Thermite","Unknown","",""
"Hospital","Searing Irony",30,1984,280000,278016,9267,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Hotel","Spirit Level",25,1488,320000,318512,12740,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Hotel","Checking Out",25,61185,300000,238815,9552,"Hydrogen Tank; Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Hotel","Landmark Decision",35,2480,310000,307520,8786,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Hunting Lodge","Hide and Seek",30,1984,30000,28016,933,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Hunting Lodge","On Fire at the Box Office",15,20395,10000,-10395,-693,"Hydrogen Tank","Unknown","",""
"Hunting Lodge","Bagged and Tagged",15,496,7500,7004,466,"Gasoline","Unknown","",""
"Hunting Lodge","Pest Control",15,20395,19000,-1395,-93,"Hydrogen Tank","Unknown","",""
"Jewelry Store","Ring of Fire",20,40790,120000,79210,3960,"Hydrogen Tank","Unknown","Hydrogen Tank (3s)",""
"Laboratory","Playing With Fire",15,496,240000,239504,15966,"Gasoline","Unknown","",""
"Laboratory","Bald Faced Destruction",30,71070,270000,198930,6631,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Lakehouse","Heat the Rich",20,992,43000,42008,2100,"Gasoline; Gasoline","Unknown","",""
"Lakehouse","Burning Through Cash",15,20395,130000,109605,7307,"Hydrogen Tank","Unknown","",""
"Lakehouse","It's a Write Off",25,1488,250000,248512,9940,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Law Firm","You're Fired!",30,1984,170000,168016,5600,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Law Firm","The Smoking Gun",30,82792,490000,407208,13573,"Kerosene; Kerosene; Kerosene; Kerosene","Unknown","",""
"Law Firm","Under the Table",20,992,430000,429008,21450,"Gasoline; Gasoline","Unknown","",""
"Library","Fire in the Belly",35,1984,40000,38016,1086,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (7s)",""
"Library","Read the Room",25,62094,150000,87906,3516,"Kerosene; Kerosene; Kerosene","Unknown","",""
"Lifeguard Hut","Baewatch",15,20698,17000,-3698,-247,"Kerosene","Unknown (Crit)","",""
"Lingerie Store","The Male Gaze",25,1488,130000,128512,5140,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Liquor Store","Liquor on the Back Row",15,20698,38000,17302,1153,"Kerosene","Unknown","",""
"Liquor Store","Crafty Devil",15,496,106000,105504,7033,"Gasoline","Unknown","",""
"Liquor Store","Cop Some Heat",20,992,49000,48008,2400,"Gasoline; Gasoline","Unknown","",""
"Loanshark Office","Damned If You Don't",15,496,100000,99504,6633,"Gasoline","Unknown","",""
"Luxury Villa","Follow the Leader",15,20395,55000,34605,2307,"Hydrogen Tank","Unknown","",""
"Luxury Villa","Cook it Rare",25,62094,380000,317906,12716,"Kerosene; Kerosene; Kerosene","Unknown","",""
"Luxury Villa","Faction Fiction",30,53662,81000,27338,911,"Gasoline; Gasoline; Gasoline; Potassium Nitrate","Unknown","",""
"Manor House","To the Manor Scorned",30,73561,105000,31439,1047,"Gasoline; Gasoline; Potassium Nitrate; Hydrogen Tank","Unknown","",""
"Manor House","Kindling Spirits",20,992,48000,47008,2350,"Gasoline; Gasoline","Unknown","",""
"Manor House","Ash or Credit?",20,40790,230000,189210,9460,"Hydrogen Tank","Unknown","Hydrogen Tank (6s)",""
"Mechanic Shop","Beyond Repair",30,58087,83000,24913,830,"Gasoline; Gasoline; Potassium Nitrate","Unknown","Diesel (71s)",""
"Mechanic Shop","Like for Like",20,40790,110000,69210,3460,"Hydrogen Tank","Unknown","Hydrogen Tank (6s)",""
"Medical Center","See No Evil",25,41396,80000,38604,1544,"Kerosene; Kerosene","Unknown (Fail); Unknown (2s)","",""
"Medical Center","Clinical Exposure",20,25512,190000,164488,8224,"Gasoline","Unknown","",""
"Medical Center","Womb With a View",20,41396,58000,16604,830,"Kerosene; Kerosene","Unknown","",""
"Mobile Home","Cooked and Burned",25,54999,84000,29001,1160,"Gasoline; Potassium Nitrate","Unknown","",""
"Mobile Home","Out with a Bang",20,496,35000,34504,1725,"Gasoline","Unknown","","Blanket (13s)"
"Mobile Home","Hot Off the Press",15,20698,32000,11302,753,"Kerosene","Unknown","",""
"Mobile Home","Family Feud",15,496,8000,7504,500,"Gasoline","Unknown","",""
"Motorcycle Club","Burn Rubber",25,44118,100000,55882,2235,"Kerosene; Kerosene","Unknown","",""
"Motorcycle Club","Raising Hell",30,1488,190000,188512,6283,"Gasoline; Gasoline; Gasoline","Unknown","Unknown (66s)",""
"Music Store","The Savage Beast",20,992,190000,189008,9450,"Gasoline; Gasoline","Unknown","",""
"Music Store","Swansong",20,40928,61000,20072,1003,"Kerosene; Methane Tank","Unknown","",""
"Newspaper Office","Hot Gossip",25,992,77000,76008,3040,"Gasoline; Gasoline","Unknown (Fail); Unknown (2s)","",""
"Nightclub","Party Pooper",20,41396,84000,42604,2130,"Kerosene; Kerosene","Unknown","",""
"Nightclub","Burn up the Dancefloor",20,992,180000,179008,8950,"Gasoline; Gasoline","Unknown","",""
"Nightclub","Disco Inferno",25,61185,140000,78815,3152,"Hydrogen Tank; Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Nightclub","Gentrifried",25,46317,230000,183683,7347,"Kerosene; Kerosene","Unknown","Diesel (50s)",""
"Office Block","Workplace Burnout",20,992,75000,74008,3700,"Gasoline; Gasoline","Unknown","",""
"Office Block","Burning Ambition",25,1488,100000,98512,3940,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Office Block","Chance of Redemption",20,21194,94000,72806,3640,"Gasoline; Kerosene","Unknown","",""
"Office Block","Hostile Takeover",25,1488,310000,308512,12340,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Palace","The Ashes of Empire",20,992,200000,199008,9950,"Gasoline; Gasoline","Unknown","",""
"Paper Mill","It's Not All White",20,40790,190000,149210,7460,"Hydrogen Tank","Unknown","Hydrogen Tank (3s)",""
"Penthouse","Cleansed Through Fire",25,72786,220000,147214,5888,"Diesel; Diesel; Magnesium Shavings","Unknown","",""
"Penthouse","Banking on It",30,8820,220000,211180,7039,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Penthouse","Cut Corners",20,40790,200000,159210,7960,"Hydrogen Tank","Unknown","Hydrogen Tank (3s)",""
"Pest Control Hub","Bugging Me",35,101975,370000,268025,7657,"Hydrogen Tank; Hydrogen Tank; Hydrogen Tank","Unknown","Hydrogen Tank (55s); Hydrogen Tank (13s)",""
"Pharmacy","Stick to the Script",25,61185,190000,128815,5152,"Hydrogen Tank","Unknown","Hydrogen Tank (2s); Hydrogen Tank (1s)",""
"Pharmacy","Always Read the Label",40,2480,170000,167520,4188,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (118s)",""
"Police Safehouse","Burn Notice",40,2480,180000,177520,4438,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (85s)",""
"Police Station","Piggy in the Middle",20,992,110000,109008,5450,"Gasoline; Gasoline","Unknown","",""
"Post Office","Hold Fire",15,496,120000,119504,7966,"Gasoline","Unknown","",""
"Post Office","Light Fingered",25,1488,190000,188512,7540,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Post Office","Letter of the Law",25,61185,410000,348815,13952,"Hydrogen Tank","Unknown","Hydrogen Tank (2s); Hydrogen Tank (3s)",""
"Printing Store","Crisp Bills",15,496,33000,32504,2166,"Gasoline","Unknown","",""
"Private Security","Hire and Fire",20,41396,67000,25604,1280,"Kerosene; Kerosene","Unknown","",""
"Private Security","Beat the Odds",25,1488,320000,318512,12740,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Pub","Home and Dry",20,992,34000,33008,1650,"Gasoline; Gasoline","Unknown","",""
"Pub","The Waiting Game",15,496,130000,129504,8633,"Gasoline","Unknown","",""
"Pub","The Declaration of Inebrience",20,992,140000,139008,6950,"Gasoline; Gasoline","Unknown","",""
"Raceway","Finish Line",35,133094,170000,36906,1054,"Potassium Nitrate; Methane Tank; Methane Tank; Methane Tank; Methane Tank","Unknown","",""
"Ranch","Off the Market",20,40790,180000,139210,6960,"Hydrogen Tank","Unknown","Hydrogen Tank (3s)",""
"Ranch","The Fire Chief",30,1984,140000,138016,4600,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Ranch","The Empyre Strikes Back",20,992,33000,32008,1600,"Gasoline; Gasoline","Unknown","",""
"Recording Studio","Roast Beef",65,53166,140000,86834,1335,"Gasoline; Gasoline; Potassium Nitrate","Unknown","","Blanket (44s); Blanket (7s); Blanket (2s); Blanket (1s); Blanket (2s); Blanket (2s); Blanket (3s); Blanket (6s)"
"Recycling Facility","Green With Envy",25,1488,120000,118512,4740,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Restaurant","Uber Heats",20,992,54000,53008,2650,"Gasoline; Gasoline","Unknown","",""
"Restaurant","Burnt Ends",30,1984,180000,178016,5933,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Restaurant","Fire Kills 99.9% of Bacteria",15,20395,330000,309605,20640,"Hydrogen Tank","Unknown","",""
"Restroom","Shit Happens",25,57591,38000,-19591,-784,"Gasoline","Unknown","Potassium Nitrate (6s); Diesel (54s)",""
"Self Storage Container","Burned by Stupidity",15,20395,26000,5605,373,"Hydrogen Tank","Unknown","",""
"Self Storage Container","Bone of Contention",20,496,22000,21504,1075,"Gasoline","Unknown","","Blanket (17s)"
"Self Storage Container","Smoldering Resentment",15,20698,20000,-698,-47,"Kerosene","Unknown","",""
"Shack","The Bad Samaritan",50,992,22000,21008,420,"Gasoline","Unknown","Unknown (8s); Unknown (5s); Gasoline (13s)","Blanket (37s); Blanket (1s); Blanket (1s); Blanket (2s)"
"Shack","Cut to the Chase",30,1488,99000,97512,3250,"Gasoline; Gasoline; Gasoline","Unknown","Unknown (74s)",""
"Shack","Smoke Out",20,6655,12000,5345,267,"Gasoline","Unknown","",""
"Shopping Mall","Fire and Brimstone",15,496,140000,139504,9300,"Gasoline","Unknown","",""
"Shopping Mall","Mallrats",30,1984,390000,388016,12933,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Slaughterhouse","Raze the Steaks",35,2480,260000,257520,7357,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Slaughterhouse","Medium Rare",25,14763,420000,405237,16209,"Diesel; Diesel; Diesel","Unknown","",""
"Sports Arena","Foul Play",25,1488,130000,128512,5140,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Sports Arena","Boxing Clever",20,992,360000,359008,17950,"Gasoline; Gasoline","Unknown","",""
"Strip Club","Wedded to the Lie",20,992,32000,31008,1550,"Gasoline; Gasoline","Unknown","",""
"Strip Club","Pyro for Pornos",25,53166,120000,66834,2673,"Gasoline; Gasoline; Potassium Nitrate","Unknown","",""
"Strip Club","Dirty Money",25,62094,410000,347906,13916,"Kerosene; Kerosene; Kerosene","Unknown","",""
"Suburban Home","Cold Feet",40,2480,110000,107520,2688,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (90s)",""
"Suburban Home","Twisted Firestarter",15,20698,18000,-2698,-180,"Kerosene","Unknown","",""
"Suburban Home","Political Firestorm",20,992,54000,53008,2650,"Gasoline; Gasoline","Unknown","",""
"Suburban Home","Chasing Targets",20,992,21000,20008,1000,"Gasoline; Gasoline","Unknown","",""
"Suburban Home","Fight Fire With Fire",20,992,80000,79008,3950,"Gasoline; Gasoline","Unknown","",""
"Suburban Home","In Your Debt",20,40790,79000,38210,1910,"Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Subway","Remote Possibility",35,54158,78000,23842,681,"Gasoline; Gasoline; Gasoline; Gasoline; Potassium Nitrate","Unknown","",""
"Subway","Last Lyft Home",25,53166,75000,21834,873,"Gasoline; Gasoline; Potassium Nitrate","Unknown","",""
"Supermarket","Final Markdown",25,53166,110000,56834,2273,"Gasoline; Gasoline; Potassium Nitrate","Unknown","",""
"Supermarket","Marx & Sparks",35,2480,180000,177520,5072,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Supermarket","Supermarket Sweep",35,2480,290000,287520,8214,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Tattoo Parlor","Marked for Salvation",15,20698,85000,64302,4286,"Kerosene","Unknown","",""
"Tattoo Parlor","Needles to Say",15,20698,40000,19302,1286,"Kerosene","Unknown","",""
"Theater","Curtain Call",15,496,80000,79504,5300,"Gasoline","Unknown","",""
"Theater","Fire Burn and Cauldron Bubble",30,1984,180000,178016,5933,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Tool Shed","Eight Lives",15,496,10000,9504,633,"Gasoline","Unknown","",""
"Tool Shed","Unpopular Mechanics",15,20698,11000,-9698,-647,"Kerosene","Unknown","",""
"Townhouse","A Problem Shared",35,1984,200000,198016,5657,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (83s)",""
"Townhouse","Daddy's Girl",25,61185,280000,218815,8752,"Hydrogen Tank","Unknown","Hydrogen Tank (3s); Hydrogen Tank (1s)",""
