"Location","Story","Nerve","Cost","Reward","Profit","Profit/Nerve","Place","Ignite","Stoke","Dampen"
"Barn","The Bolted Horse",30,95480,90000,-5480,-183,"Oxygen Tank; Oxygen Tank; Oxygen Tank","Unknown","Oxygen Tank (96s)",""
"Bazaar","Bang For Your Buck",20,7507,50000,42493,2124,"Gasoline","Unknown","",""
"Bazaar","Anon Starter",15,541,27000,26459,1763,"Gasoline","Unknown","",""
"Bazaar","Risky Business",15,13835,38000,24165,1611,"Hydrogen Tank","Unknown","",""
"Bazaar","A Mug's Game",15,541,47000,46459,3097,"Gasoline","Unknown","",""
"Beach Hut","Beach Bum",20,1082,18000,16918,845,"Gasoline; Gasoline","Unknown","",""
"Beach Hut","A Rash Decision",15,541,13000,12459,830,"Gasoline","Unknown","",""
"Beach Hut","Naked Aggression",20,541,34000,33459,1672,"Gasoline","Unknown","Unknown (53s)",""
"Bookies","Hot out of the Gate",20,1082,95000,93918,4695,"Gasoline; Gasoline","Unknown","",""
"Bookies","Improving the Odds",35,149239,330000,180761,5164,"Diesel; Diesel; Diesel; Magnesium Shavings; Magnesium Shavings","Unknown","",""
"Bordello","Hell Fire",40,72692,230000,157308,3932,"Gasoline; Gasoline; Oxygen Tank","Unknown","Oxygen Tank (50s); Unknown (52s); Oxygen Tank (17s)",""
"Bordello","Milk Milk, Lemonade",15,541,180000,179459,11963,"Gasoline","Unknown","",""
"Bordello","Lover's Quarrel",20,1082,30000,28918,1445,"Gasoline; Gasoline","Unknown","",""
"Bordello","Camera Tricks",30,57453,110000,52547,1751,"Gasoline; Gasoline; Gasoline; Potassium Nitrate","Unknown","",""
"Bowling Alley","Strike While it's Hot",15,13835,130000,116165,7744,"Hydrogen Tank","Unknown","",""
"Bungalow","For Closure",20,1082,42000,40918,2045,"Gasoline; Gasoline","Unknown","",""
"Bungalow","Open House",15,541,62000,61459,4097,"Gasoline","Unknown","",""
"Bungalow","That Place Is History",30,1082,110000,108918,3630,"Gasoline; Gasoline","Unknown","Unknown (120s); Unknown (7s)",""
"Bungalow","Burning Memory",20,1082,40000,38918,1945,"Gasoline; Gasoline","Unknown","",""
"Bus Terminal","End of the Line",30,2164,150000,147836,4927,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Bus Terminal","Beggars Can't be Choosers",55,146588,510000,363412,6607,"Gasoline; Gasoline; Gasoline; Gasoline; Thermite","Unknown","Hydrogen Tank (14s); Hydrogen Tank (54s); Hydrogen Tank (5s); Diesel (3s)",""
"Cafe","Long Pig",20,541,150000,149459,7472,"Gasoline","Unknown","Unknown (23s)",""
"Cafe","Cold Brew Reality",20,24071,55000,30929,1546,"Kerosene; Methane Tank","Unknown","",""
"Candle Shop","A Treat for the Tricked",25,14814,110000,95186,3807,"Gasoline; Gasoline","Unknown","",""
"Candle Shop","Rest in Peace",20,1082,30000,28918,1445,"Gasoline; Gasoline","Unknown","",""
"Car Showroom","Emotional Wreck",30,68498,160000,91502,3050,"Gasoline; Gasoline; Gasoline; Magnesium Shavings","Unknown","",""
"Car Showroom","Bright Spark",15,13835,120000,106165,7077,"Hydrogen Tank","Unknown","",""
"Car Wash","Out in the Wash",15,541,210000,209459,13963,"Gasoline","Unknown","",""
"Casino","House Edge",35,2705,200000,197295,5637,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Casino","Burn the Deck",25,1623,120000,118377,4735,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Casino","House of Cards",20,20268,620000,599732,29986,"Kerosene; Kerosene","Unknown","",""
"Castle","Where There's a Will",35,2705,110000,107295,3065,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Chemical Plant","Gay Frogs",20,1082,30000,28918,1445,"Gasoline; Gasoline","Unknown","",""
"Chiropractors Office","Back, Sack, and Crack",20,23969,320000,296031,14801,"Kerosene; Hydrogen Tank","Unknown","",""
"Church","Carrying a Torch",30,2164,90000,87836,2927,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Church","Visions of the Savory",35,2942,120000,117058,3344,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Church","Holy Smokes",30,44339,150000,105661,3522,"Kerosene; Kerosene; Kerosene; Methane Tank","Unknown","",""
"Cinema","Final Cut",25,1623,180000,178377,7135,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Cinema","Burn After Screening",20,1082,110000,108918,5445,"Gasoline; Gasoline","Unknown","",""
"Cleaning Agency","Clean Sweep",35,68498,140000,71502,2042,"Gasoline; Gasoline; Gasoline; Magnesium Shavings","Unknown","Unknown (84s)",""
"Clock Tower","Cooking Time",30,144076,290000,145924,4864,"Diesel; Diesel; Magnesium Shavings; Magnesium Shavings","Unknown","",""
"Clothing Store","Hot Trend",15,13835,62000,48165,3211,"Hydrogen Tank","Unknown","",""
"Clothing Store","All Mouth and Trousers",20,1082,78000,76918,3845,"Gasoline; Gasoline","Unknown","",""
"College","The Midnight Oil",30,2164,104000,101836,3394,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"College","The Fat is in the Fire",50,17622,310000,292378,5847,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Hydrogen Tank (14s); Gasoline (43s); Gasoline (20s); Gasoline (9s)",""
"College","Igniting Curiosity",30,2164,250000,247836,8261,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Community Center","Third-Degree Burn",20,1082,58000,56918,2845,"Gasoline; Gasoline","Unknown","",""
"Cottage","Dead Giveaway",20,27670,68000,40330,2016,"Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Cottage","Local Concerns",15,541,23000,22459,1497,"Gasoline","Unknown","",""
"Cottage","A Hot Lead",15,541,24000,23459,1563,"Gasoline","Unknown","",""
"Cottage","Fan the Flames",25,28313,96000,67687,2707,"Gasoline; Methane Tank","Unknown","Hydrogen Tank (43s)",""
"Cyber Cafe","Doxing Clever",60,94854,140000,45146,752,"Gasoline; Gasoline; Gasoline; Gasoline; Magnesium Shavings","Unknown","Diesel (98s); Diesel (6s); Diesel (2s); Diesel (2s); Diesel (3s)",""
"Cyber Cafe","Stink to High Heaven",20,23969,74000,50031,2501,"Kerosene; Hydrogen Tank","Unknown","",""
"Cruise Line","Rock the Boat",15,5163,350000,344837,22989,"Diesel","Unknown","",""
"Data Center","Burned Cookies",30,541,150000,149459,4981,"Gasoline","Unknown","Unknown (1s); Unknown (1s); Unknown (2s)",""
"Data Center","Cache and Burn",30,40536,560000,519464,17315,"Kerosene; Kerosene; Kerosene; Kerosene","Unknown","",""
"Dental Surgery","A Bitter Taste",30,1623,55000,53377,1779,"Gasoline; Gasoline","Unknown","Unknown (2s); Gasoline (3s)",""
"Detective Agency","Hot Pursuit",15,541,43000,42459,2830,"Gasoline","Unknown","",""
"Detective Agency","A Black Mark",25,1082,220000,218918,8756,"Gasoline; Gasoline","Unknown","Unknown (1s)",""
"Detective Agency","Turn up the Heat",25,17912,75000,57088,2283,"Gasoline; Gasoline","Unknown","",""
"Diner","Hot Dinners",25,77201,66000,-11201,-449,"Diesel; Diesel; Magnesium Shavings","Unknown","",""
"Diner","Dine and Dash",15,13835,47000,33165,2211,"Hydrogen Tank","Unknown","",""
"Distillery","Get Wrecked",20,1082,96000,94918,4745,"Gasoline; Gasoline","Unknown","",""
"Distillery","Whiskey Business",15,13835,66000,52165,3477,"Hydrogen Tank","Unknown","",""
"Drugs Lab","The Grass Ain't Greener",45,2164,54000,51836,1151,"Gasoline; Gasoline; Gasoline","Unknown","Unknown (2s); Unknown (6s); Unknown (114s); Gasoline (14s)",""
"Drugs Lab","Cooking the Books",20,1082,38000,36918,1845,"Gasoline; Gasoline","Unknown","",""
"Electrical Substation","Wired for War",45,16540,450000,433460,9632,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (1s); Hydrogen Tank (82s)",""
"Factory","Apart of the Problem",30,2164,300000,297836,9927,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Factory","The Fried Piper",15,13835,310000,296165,19744,"Hydrogen Tank","Unknown","",""
"Farmhouse","Ashes to Ancestors",35,2164,97000,94836,2709,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (66s)",""
"Farmhouse","Shaky Investment",20,23969,110000,86031,4301,"Kerosene; Hydrogen Tank","Unknown","",""
"Fertilizer Plant","Boom Industry",20,1082,100000,98918,4945,"Gasoline; Gasoline","Unknown","",""
"Fire Station","Stop, Drop, and Lol",35,271610,320000,48390,1382,"Kerosene; Kerosene; Thermite; Thermite","Unknown","Potassium Nitrate (5s)",""
"Firework Store","Sky High Prices",30,952473,55000,-897473,-29916,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Fishing Hut","Smoke on the Water",15,541,10000,9459,630,"Gasoline","Unknown","",""
"Flower Shop","A Fungus Among Us",20,1082,46000,44918,2245,"Gasoline; Gasoline","Unknown","",""
"Flower Shop","Planted",20,3879,110000,106121,5306,"Gasoline","Unknown","",""
"Forgery Workshop","Fire Sale",15,13835,7100,-6735,-449,"Hydrogen Tank","Unknown","",""
"Forgery Workshop","Shielded from the Truth",15,541,24000,23459,1563,"Gasoline","Unknown","",""
"Foundry","Hot Under the Collar",60,76366,220000,143634,2393,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline; Gasoline; Gasoline; Gasoline; Magnesium Shavings","Unknown","Diesel (132s)",""
"Funeral Parlor","Specter of Destruction",15,541,74000,73459,4897,"Gasoline","Unknown","",""
"Funeral Parlor","Body of Evidence",30,68498,120000,51502,1716,"Gasoline; Gasoline; Gasoline; Magnesium Shavings","Unknown","",""
"Furniture Store","Sofa King Cheap",15,13835,96000,82165,5477,"Hydrogen Tank","Unknown","",""
"Game Shop","Don't Hate the Player",20,1082,37000,35918,1795,"Gasoline; Gasoline","Unknown","",""
"Game Shop","Second Hand Smoke",25,28313,100000,71687,2867,"Gasoline; Hydrogen Tank","Unknown","Methane Tank (16s)",""
"Gas Station","Blown to High Heaven",35,23870,16000,-7870,-225,"Oxygen Tank","Unknown","","Blanket (2s); Blanket; Blanket (1s); Blanket (1s)"
"Grocery Store","One Rotten Apple",15,541,180000,179459,11963,"Gasoline","Unknown","",""
"Grocery Store","Hot Profit",25,1623,100000,98377,3935,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Grocery Store","Unspilled Beans",15,13835,140000,126165,8411,"Hydrogen Tank","Unknown","",""
"Grocery Store","Short Shelf Life",20,1082,440000,438918,21945,"Gasoline; Gasoline","Unknown","",""
"Gym","Gym'll Fix It",20,1082,56000,54918,2745,"Gasoline; Gasoline","Unknown","",""
"Gym","Burning Calories",20,1082,76000,74918,3745,"Gasoline; Gasoline","Unknown","",""
"Gym","Muscling In",30,68504,200000,131496,4383,"Gasoline; Gasoline; Magnesium Shavings","Unknown","",""
"Hair Salon","Hair Today...",15,13835,42000,28165,1877,"Hydrogen Tank","Unknown","",""
"Hardware Store","Stroke of Fortune",30,6786,100000,93214,3107,"Gasoline; Gasoline; Gasoline","Unknown","Diesel (60s)",""
"Homeless Camp","Bummed Out",25,76098,170000,93902,3756,"Kerosene; Kerosene; Potassium Nitrate","Unknown","",""
"Hospital","Waist Not, Want Not",35,2705,260000,257295,7351,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Hospital","Not a Leg to Stand on",30,2164,180000,177836,5927,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Hospital","Make a Killing",30,67046,390000,322954,10765,"Kerosene; Potassium Nitrate; Gasoline; Gasoline","Unknown","",""
"Hospital","Mental Block",40,69039,560000,490961,12274,"Gasoline; Gasoline; Gasoline; Gasoline; Magnesium Shavings","Unknown","Unknown (83s)",""
"Hospital","Searing Irony",35,2705,250000,247295,7065,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Hotel","Spirit Level",35,2705,330000,327295,9351,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Hotel","Checking Out",25,28313,360000,331687,13267,"Gasoline; Hydrogen Tank","Unknown","Methane Tank (2s)",""
"Hotel","Landmark Decision",30,2164,290000,287836,9594,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Hunting Lodge","Hide and Seek",15,541,29000,28459,1897,"Gasoline","Unknown","",""
"Hunting Lodge","On Fire at the Box Office",15,13835,11000,-2835,-189,"Hydrogen Tank","Unknown","",""
"Hunting Lodge","Bagged and Tagged",15,541,19000,18459,1230,"Gasoline","Unknown","",""
"Hunting Lodge","Pest Control",15,13835,19000,5165,344,"Hydrogen Tank","Unknown","",""
"Jewelry Store","Ring of Fire",25,32935,130000,97065,3882,"Diesel; Methane Tank; Hydrogen Tank","Unknown","",""
"Laboratory","Playing With Fire",20,1082,240000,238918,11945,"Gasoline; Gasoline","Unknown","",""
"Laboratory","Bald Faced Destruction",20,1082,260000,258918,12945,"Gasoline; Gasoline","Unknown","",""
"Lakehouse","Heat the Rich",25,1623,69000,67377,2695,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Lakehouse","Burning Through Cash",15,13835,95000,81165,5411,"Hydrogen Tank","Unknown","",""
"Lakehouse","It's a Write Off",25,1623,250000,248377,9935,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Law Firm","You're Fired!",25,1283,78000,76717,3068,"Gasoline; Gasoline","Unknown","",""
"Law Firm","The Smoking Gun",35,90227,410000,319773,9136,"Diesel; Diesel; Kerosene; Potassium Nitrate","Unknown","Methane Tank (83s)",""
"Law Firm","Under the Table",30,2164,430000,427836,14261,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Library","Fire in the Belly",25,1623,40000,38377,1535,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Library","Read the Room",25,1623,150000,148377,5935,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Lifeguard Hut","Baewatch",15,541,16000,15459,1030,"Gasoline","Unknown","",""
"Lingerie Store","The Male Gaze",25,1623,120000,118377,4735,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Liquor Store","Liquor on the Back Row",20,1082,54000,52918,2645,"Gasoline; Gasoline","Unknown","",""
"Liquor Store","Crafty Devil",15,541,106000,105459,7030,"Gasoline","Unknown","",""
"Liquor Store","Cop Some Heat",20,1082,63000,61918,3095,"Gasoline; Gasoline","Unknown","",""
"Loanshark Office","Damned If You Don't",30,2164,130000,127836,4261,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Luxury Villa","Follow the Leader",20,27670,76000,48330,2416,"Hydrogen Tank; Hydrogen Tank","Unknown","",""
"Luxury Villa","Cook it Rare",20,23969,230000,206031,10301,"Kerosene; Hydrogen Tank","Unknown","",""
"Luxury Villa","Faction Fiction",30,2164,84000,81836,2727,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Manor House","To the Manor Scorned",30,2164,100000,97836,3261,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Manor House","Kindling Spirits",25,1623,75000,73377,2935,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Manor House","Ash or Credit?",20,34004,190000,155996,7799,"Oxygen Tank; Kerosene","Unknown","",""
"Mechanic Shop","Beyond Repair",35,2164,95000,92836,2652,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (63s)",""
"Mechanic Shop","Like for Like",15,13835,53000,39165,2611,"Hydrogen Tank","Unknown","",""
"Medical Center","See No Evil",25,1623,64000,62377,2495,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Medical Center","Clinical Exposure",15,541,180000,179459,11963,"Gasoline","Unknown","",""
"Medical Center","Womb With a View",25,1623,90000,88377,3535,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Mobile Home","Cooked and Burned",20,2445,79000,76555,3827,"Gasoline","Unknown","",""
"Mobile Home","Out with a Bang",20,23870,37000,13130,656,"Oxygen Tank","Unknown","","Blanket (15s)"
"Mobile Home","Hot Off the Press",15,541,30000,29459,1963,"Gasoline","Unknown","",""
"Mobile Home","Family Feud",15,541,20000,19459,1297,"Gasoline","Unknown","",""
"Motorcycle Club","Burn Rubber",25,3255,82000,78745,3149,"Gasoline; Gasoline","Unknown","",""
"Motorcycle Club","Raising Hell",30,1623,170000,168377,5612,"Gasoline; Gasoline; Gasoline","Unknown","Unknown (3s)",""
"Music Store","The Savage Beast",25,1623,190000,188377,7535,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Music Store","Swansong",20,24071,61000,36929,1846,"Kerosene; Methane Tank","Unknown","",""
"Newspaper Office","Hot Gossip",25,1623,104000,102377,4095,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Nightclub","Party Pooper",25,1623,70000,68377,2735,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Nightclub","Burn up the Dancefloor",25,1623,190000,188377,7535,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Nightclub","Disco Inferno",25,28313,140000,111687,4467,"Gasoline; Methane Tank; Hydrogen Tank","Unknown (Crit)","",""
"Nightclub","Gentrifried",35,2164,210000,207836,5938,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (48s)",""
"Office Block","Workplace Burnout",25,1623,82000,80377,3215,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Office Block","Burning Ambition",25,1623,130000,128377,5135,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Office Block","Chance of Redemption",20,1082,82000,80918,4045,"Gasoline; Gasoline","Unknown","",""
"Office Block","Hostile Takeover",25,1623,320000,318377,12735,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Palace","The Ashes of Empire",15,541,210000,209459,13963,"Gasoline","Unknown","",""
"Paper Mill","It's Not All White",20,69665,130000,60335,3016,"Potassium Nitrate; Hydrogen Tank","Unknown","",""
"Penthouse","Cleansed Through Fire",25,77201,230000,152799,6111,"Diesel; Diesel; Magnesium Shavings","Unknown","",""
"Penthouse","Banking on It",25,5654,140000,134346,5373,"Gasoline; Gasoline","Unknown","",""
"Penthouse","Cut Corners",25,38246,230000,191754,7670,"Gasoline; Hydrogen Tank; Oxygen Tank","Unknown","",""
"Pest Control Hub","Bugging Me",35,99280,210000,110720,3163,"Oxygen Tank; Oxygen Tank; Oxygen Tank","Unknown","Hydrogen Tank (61s); Hydrogen Tank (10s)",""
"Pharmacy","Stick to the Script",20,69665,130000,60335,3016,"Potassium Nitrate; Hydrogen Tank","Unknown","",""
"Pharmacy","Always Read the Label",30,62075,160000,97925,3264,"Gasoline; Gasoline; Potassium Nitrate","Unknown","Diesel (80s)",""
"Police Safehouse","Burn Notice",25,98838,180000,81162,3246,"Gasoline; Gasoline; Thermite","Unknown","",""
"Police Station","Piggy in the Middle",25,1623,110000,108377,4335,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Post Office","Hold Fire",15,541,120000,119459,7963,"Gasoline","Unknown","",""
"Post Office","Light Fingered",25,1623,190000,188377,7535,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Post Office","Letter of the Law",20,69665,330000,260335,13016,"Hydrogen Tank; Potassium Nitrate","Unknown","",""
"Printing Store","Crisp Bills",20,1082,52000,50918,2545,"Gasoline; Gasoline","Unknown","",""
"Private Security","Hire and Fire",25,1623,73000,71377,2855,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Private Security","Beat the Odds",25,1623,350000,348377,13935,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Pub","Home and Dry",25,1623,89000,87377,3495,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Pub","The Waiting Game",15,541,130000,129459,8630,"Gasoline","Unknown","",""
"Pub","The Declaration of Inebrience",20,1082,140000,138918,6945,"Gasoline; Gasoline","Unknown","",""
"Raceway","Finish Line",20,37807,100000,62193,3109,"Oxygen Tank; Methane Tank","Unknown","",""
"Ranch","Off the Market",25,79799,210000,130201,5208,"Kerosene; Potassium Nitrate; Hydrogen Tank","Unknown","",""
"Ranch","The Fire Chief",30,2164,150000,147836,4927,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Ranch","The Empyre Strikes Back",25,1623,50000,48377,1935,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Recording Studio","Roast Beef",45,36141,140000,103859,2307,"Diesel; Diesel","Unknown","Diesel (14s); Diesel (47s); Diesel (11s); Diesel (14s); Diesel (13s)",""
"Recycling Facility","Green With Envy",25,1623,130000,128377,5135,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Restaurant","Uber Heats",20,1082,40000,38918,1945,"Gasoline; Gasoline","Unknown","",""
"Restaurant","Burnt Ends",35,2164,180000,177836,5081,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (66s)",""
"Restaurant","Fire Kills 99.9% of Bacteria",20,541,330000,329459,16472,"Gasoline","Unknown","Unknown (26s)",""
"Restroom","Shit Happens",25,1082,23000,21918,876,"Gasoline; Gasoline","Unknown","Unknown (17s)",""
"Self Storage Container","Burned by Stupidity",15,10134,25000,14866,991,"Kerosene","Unknown","",""
"Self Storage Container","Bone of Contention",20,541,18000,17459,872,"Gasoline","Unknown","","Blanket (12s)"
"Self Storage Container","Smoldering Resentment",15,541,17000,16459,1097,"Gasoline","Unknown","",""
"Shack","The Bad Samaritan",30,1623,22000,20377,679,"Gasoline; Gasoline","Unknown","Gasoline (4s); Unknown (59s)",""
"Shack","Cut to the Chase",30,24952,95000,70048,2334,"Oxygen Tank","Unknown","Unknown (28s); Gasoline (22s); Gasoline (37s)",""
"Shack","Smoke Out",20,6961,19000,12039,601,"Gasoline","Unknown","",""
"Shopping Mall","Fire and Brimstone",15,541,140000,139459,9297,"Gasoline","Unknown","",""
"Shopping Mall","Mallrats",30,68498,440000,371502,12383,"Gasoline; Gasoline; Gasoline; Magnesium Shavings","Unknown","",""
"Slaughterhouse","Raze the Steaks",35,2705,260000,257295,7351,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Slaughterhouse","Medium Rare",30,20652,350000,329348,10978,"Diesel; Diesel; Diesel; Diesel","Unknown","",""
"Sports Arena","Foul Play",25,1623,140000,138377,5535,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Sports Arena","Boxing Clever",25,1623,360000,358377,14335,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Strip Club","Wedded to the Lie",25,1623,102000,100377,4015,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Strip Club","Pyro for Pornos",25,1623,102000,100377,4015,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Strip Club","Dirty Money",25,30402,420000,389598,15583,"Kerosene; Kerosene; Kerosene","Unknown","",""
"Suburban Home","Cold Feet",30,62075,120000,57925,1930,"Gasoline; Gasoline; Potassium Nitrate","Unknown","Diesel (81s)",""
"Suburban Home","Twisted Firestarter",20,1082,33000,31918,1595,"Gasoline; Gasoline","Unknown","",""
"Suburban Home","Political Firestorm",15,541,35000,34459,2297,"Gasoline","Unknown","",""
"Suburban Home","Chasing Targets",15,541,37000,36459,2430,"Gasoline","Unknown","",""
"Suburban Home","Fight Fire With Fire",15,541,37000,36459,2430,"Gasoline","Unknown","",""
"Suburban Home","In Your Debt",15,13835,42000,28165,1877,"Hydrogen Tank","Unknown","",""
"Subway","Remote Possibility",25,1623,93000,91377,3655,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Subway","Last Lyft Home",25,1623,97000,95377,3815,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Supermarket","Final Markdown",30,2164,100000,97836,3261,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Supermarket","Marx & Sparks",25,1623,140000,138377,5535,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Supermarket","Supermarket Sweep",30,1623,280000,278377,9279,"Gasoline; Gasoline; Gasoline","Unknown","Unknown (49s)",""
"Tattoo Parlor","Marked for Salvation",25,28313,110000,81687,3267,"Gasoline; Methane Tank","Unknown","Hydrogen Tank (72s)",""
"Tattoo Parlor","Needles to Say",20,1082,45000,43918,2195,"Gasoline; Gasoline","Unknown","",""
"Theater","Curtain Call",15,541,79000,78459,5230,"Gasoline","Unknown","",""
"Theater","Fire Burn and Cauldron Bubble",30,68498,170000,101502,3383,"Gasoline; Gasoline; Gasoline; Magnesium Shavings","Unknown","",""
"Tool Shed","Eight Lives",15,541,9000,8459,563,"Gasoline","Unknown","",""
"Tool Shed","Unpopular Mechanics",15,541,10000,9459,630,"Gasoline","Unknown","",""
"Townhouse","A Problem Shared",50,70121,140000,69879,1397,"Gasoline; Gasoline; Gasoline; Gasoline; Gasoline; Gasoline; Magnesium Shavings","Unknown","Unknown (83s)",""
"Townhouse","Daddy's Girl",15,13835,150000,136165,9077,"Hydrogen Tank","Unknown","",""
"Toy Shop","Child's Play",20,1082,43000,41918,2095,"Gasoline; Gasoline","Unknown","",""
"Toy Shop","Blaze of Glory",30,57453,190000,132547,4418,"Gasoline; Gasoline; Gasoline; Potassium Nitrate","Unknown","",""
"Travel Agent","The Plane Truth",20,1082,52000,50918,2545,"Gasoline; Gasoline","Unknown","",""
"Travel Agent","Point of No Return",30,73120,160000,86880,2896,"Gasoline; Gasoline; Magnesium Shavings","Unknown","Diesel (80s)",""
"TV Studio","Flame and Fortune",25,30402,700000,669598,26783,"Kerosene; Kerosene; Kerosene","Unknown","",""
